timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-04-17-35-41,16228281411099932,Tutorial,00:00:13.7405022,17,1,
21-06-04-17-35-54,16228281548767841,HouseNarrative,00:05:19.4414078,150,0,
