timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-10-14-15-12,16233345122404887,Tutorial,00:01:00.8672270,17,1,
21-06-10-14-16-19,16233345791235033,HouseObjectives,00:11:02.8200304,147,0,
