timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-07-12-54-02,16230704429898766,Tutorial,00:00:22.9085363,17,1,
21-06-07-12-54-31,16230704717433214,HouseObjectives,00:05:58.5018010,147,0,
