timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-02-12-47-33,16226380536982400,Tutorial,00:02:46.6085474,17,1,
21-06-02-12-50-26,16226382263880062,HouseObjectives,00:10:41.4971560,147,0,
