timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
2.868429,1.6226380568044686e+16,0,1,0.060559,1.474707,-0.2474022,-1.568581,1.485402,0.2519443
4.212238,1.6226380581473928e+16,0,1,-1.574983,1.504171,0.2005822,-2.856702,1.504257,-0.6005496
13.10463,1.6226380670427166e+16,0,1,-3.649374,1.500617,-3.04145,1.180564,1.500563,-0.4738217
27.0215,1.6226380809588396e+16,2,3,1,14,0.09680299981160519
27.0215,1.6226380809588396e+16,2,4,1,14,0.0960741022299052
28.2689,1.6226380822048716e+16,2,3,0,14,0.3120946133856205
31.94385,1.6226380858788776e+16,2,4,0,14,0.30119131756288753
33.8341,1.6226380877683532e+16,2,4,1,14,0.09093381242420216
33.86087,1.6226380877962782e+16,2,3,1,14,0.09047422647522324
37.97735,1.6226380919123028e+16,1,3,1,13,0.0999839973713794
37.9962,1.6226380919302548e+16,1,4,1,13,0.0996860395860926
45.19311,1.6226380991307084e+16,2,3,0,14,0.3004126101368036
45.19311,1.6226380991307084e+16,2,4,0,14,0.3001759950228206
48.38473,1.6226381023194912e+16,1,3,0,13,0.3009441855463569
52.08713,1.6226381060265798e+16,1,4,1,11,0.09598399472307877
52.10093,1.622638106038548e+16,1,3,1,11,0.09373594350989391
54.41038,1.6226381083453182e+16,1,3,0,11,0.3046248934940154
54.41038,1.6226381083453182e+16,1,4,0,11,0.304591115214627
55.39817,1.6226381093335484e+16,2,3,1,8,0.09706738259432783
55.39817,1.6226381093335484e+16,2,4,1,8,0.09630263730139295
57.60135,1.622638111537296e+16,2,4,1,5,0.09029935845528995
57.71248,1.6226381116489974e+16,2,3,0,8,0.3000304100299676
57.71248,1.6226381116489974e+16,2,3,1,5,0.09103957424506391
59.55245,1.6226381134875984e+16,2,3,0,5,0.3047407909606801
59.55245,1.6226381134875984e+16,2,4,0,5,0.30382179044381424
59.60884,1.62263811354345e+16,1,4,1,14,0.09230071937243009
59.61914,1.6226381135534228e+16,1,3,1,14,0.09158588820171432
61.43664,1.622638115371023e+16,1,4,0,14,0.30357569620608643
61.45781,1.6226381153954978e+16,1,3,0,14,0.30800151987936675
61.45781,1.6226381153954978e+16,2,3,1,6,0.09514444289400195
61.45781,1.6226381153954978e+16,2,4,1,6,0.09378282760527128
65.63073,1.6226381195656756e+16,1,3,1,14,0.09985017761706799
65.63073,1.6226381195656756e+16,1,4,1,14,0.09864027439012929
66.39411,1.6226381203291904e+16,1,4,1,6,0.09878290979840582
66.39411,1.6226381203291904e+16,1,4,1,14,0.0897049366102001
66.40514,1.6226381203401612e+16,1,4,1,6,0.09391713774072336
66.40514,1.6226381203401612e+16,1,4,1,14,0.0863912676703495
66.41604,1.622638120351132e+16,1,4,1,6,0.0917493993140555
66.41604,1.622638120351132e+16,1,4,1,14,0.08678245138165894
66.42784,1.6226381203670892e+16,1,4,1,6,0.09094361771999164
66.42784,1.6226381203670892e+16,1,4,1,14,0.08911411054732024
66.44576,1.6226381203830464e+16,1,4,1,6,0.08892458436681046
66.44576,1.6226381203830464e+16,1,4,1,14,0.08937615895886335
66.45738,1.62263812039302e+16,1,4,1,6,0.087076627575946
66.45738,1.62263812039302e+16,1,4,1,14,0.08990584073774063
66.47642,1.6226381204129664e+16,1,4,1,6,0.08499407397136582
66.47642,1.6226381204129664e+16,1,4,1,14,0.087996331018742
66.48735,1.6226381204249344e+16,1,4,1,6,0.08567247496255727
66.48735,1.6226381204249344e+16,1,4,1,14,0.0888502073999268
66.49784,1.6226381204319162e+16,1,4,1,6,0.0861301313840865
66.49784,1.6226381204319162e+16,1,4,1,14,0.08733852847907396
66.50803,1.6226381204433922e+16,1,4,1,6,0.08784267902158945
66.50803,1.6226381204433922e+16,1,4,1,14,0.08859960067297136
66.52679,1.6226381204613448e+16,1,4,1,6,0.09032036796586915
66.52679,1.6226381204613448e+16,1,4,1,14,0.08847526310494942
66.53823,1.6226381204733122e+16,1,4,1,6,0.09051128170128861
66.53823,1.6226381204733122e+16,1,4,1,14,0.08791032190983049
66.54877,1.6226381204842826e+16,1,4,1,6,0.0921391353510548
66.54877,1.6226381204842826e+16,1,4,1,14,0.0882729575145185
66.56036,1.6226381204962512e+16,1,4,1,6,0.09139055935926856
66.56036,1.6226381204962512e+16,1,4,1,14,0.08874158472108773
66.57149,1.622638120506136e+16,1,4,1,6,0.09379983522373601
66.57149,1.622638120506136e+16,1,4,1,14,0.08873108705724266
66.58233,1.6226381205171064e+16,1,4,1,6,0.09364908278680571
66.58233,1.6226381205171064e+16,1,4,1,14,0.08871894606706054
66.59342,1.622638120528077e+16,1,4,1,6,0.0943777231704602
66.59342,1.622638120528077e+16,1,4,1,14,0.08807066408634605
66.60459,1.6226381205390476e+16,1,4,1,6,0.0949394414032441
66.60459,1.6226381205390476e+16,1,4,1,14,0.08884215208722719
66.61585,1.6226381205510156e+16,1,4,1,6,0.09448416608617563
66.61585,1.6226381205510156e+16,1,4,1,14,0.08997827321909455
66.62655,1.6226381205609888e+16,1,4,1,6,0.09367615139089559
66.62655,1.6226381205609888e+16,1,4,1,14,0.08963899082480792
66.63789,1.6226381205729572e+16,1,4,1,6,0.09326302974576796
66.63789,1.6226381205729572e+16,1,4,1,14,0.0908892334248673
66.65134,1.6226381205889144e+16,1,4,1,6,0.09219506292226265
66.65134,1.6226381205889144e+16,1,4,1,14,0.09023116519080304
66.6655,1.6226381205998852e+16,1,4,1,6,0.09082323413097551
66.6655,1.6226381205998852e+16,1,4,1,14,0.09125782224204126
66.68343,1.6226381206180856e+16,1,4,1,6,0.09197762446926973
66.68343,1.6226381206180856e+16,1,4,1,14,0.0878840964742199
66.69366,1.6226381206284684e+16,1,4,1,6,0.09092509969397887
66.69366,1.6226381206284684e+16,1,4,1,14,0.087647852703931
66.70419,1.6226381206384418e+16,1,4,1,6,0.09301739333183875
66.70419,1.6226381206384418e+16,1,4,1,14,0.0884808599768899
66.71529,1.6226381206504096e+16,1,4,1,6,0.09561333786355333
66.71529,1.6226381206504096e+16,1,4,1,14,0.0890877136815173
66.72688,1.6226381206613806e+16,1,4,1,6,0.09726721913928646
66.72688,1.6226381206613806e+16,1,4,1,14,0.089809337445279
66.73775,1.622638120672351e+16,1,4,1,6,0.09899854003974005
66.73775,1.622638120672351e+16,1,4,1,14,0.09168676693443832
66.74866,1.622638120683322e+16,1,4,1,6,0.09258808237543316
66.74866,1.622638120683322e+16,1,4,1,14,0.0911008748239554
66.75993,1.6226381206942924e+16,1,4,1,6,0.09172642872389614
66.75993,1.6226381206942924e+16,1,4,1,14,0.09308181829234954
