time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637577314827053125,1947614,671112,31,31,3,1,1,0,3.999481,4.296906,0,(0.4, 0.7),(0.4, 0.7),(0.0, 0.0),(35.0, -5.1, -25.8),(-29.8, -7.9, -22.6),(29.6, -5.4, -25.5),(0.1, 0.1, 1.0),(0.2, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.2512744,0.2512744,False,0,1,
637577314827083044,1947622,671113,31,31,3,1,1,0,3.870605,4.180725,0,(0.4, 0.7),(0.4, 0.7),(0.0, 0.0),(35.0, -5.1, -25.8),(-29.7, -7.8, -22.8),(31.6, -5.3, -25.7),(0.2, 0.1, 1.0),(0.2, 0.1, 1.0),(0.2, 0.1, 1.0),1,0,0,0,0,0.2526638,0.2526638,False,0,1,
637577314827152859,1947631,671114,31,31,3,1,1,0,3.877075,4.132568,0,(0.4, 0.7),(0.4, 0.7),(0.0, 0.0),(35.1, -5.1, -25.8),(-29.6, -7.8, -22.9),(31.8, -5.3, -25.7),(0.2, 0.1, 1.0),(0.2, 0.1, 1.0),(0.2, 0.1, 1.0),1,0,0,0,0,0.2534094,0.2534094,False,0,1,
637577314827272534,1947639,671115,31,31,3,1,1,0,3.841415,4.209198,0,(0.4, 0.7),(0.4, 0.7),(0.0, 0.0),(35.1, -5.1, -25.8),(-29.6, -7.7, -22.9),(31.3, -5.3, -25.7),(0.2, 0.1, 1.0),(0.2, 0.1, 1.0),(0.2, 0.1, 1.0),1,0,0,0,0,0.2546519,0.2546519,False,0,1,
637577314827372271,1947647,671116,31,31,3,1,1,0,3.905228,4.258118,0,(0.4, 0.7),(0.4, 0.7),(0.0, 0.0),(35.0, -5.1, -25.8),(-29.7, -7.7, -22.9),(30.9, -5.3, -25.6),(0.2, 0.1, 1.0),(0.2, 0.1, 1.0),(0.2, 0.1, 1.0),1,0,0,0,0,0.2553186,0.2553186,False,0,1,
637577314827442089,1947656,671117,31,31,3,1,1,0,3.899643,4.223175,0,(0.4, 0.7),(0.4, 0.7),(0.0, 0.0),(34.8, -5.1, -25.7),(-29.9, -7.7, -22.8),(27.8, -5.4, -25.4),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.2406244,0.2406244,False,0,1,
637577314827651525,1947664,671118,31,31,3,1,1,0,3.885712,4.288116,0,(0.4, 0.7),(0.4, 0.7),(0.0, 0.0),(34.6, -5.1, -25.7),(-30.1, -7.5, -23.2),(26.7, -5.3, -25.4),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.2327383,0.2327383,False,0,1,
637577314827681443,1947672,671119,31,31,3,1,1,0,3.809265,4.181671,0,(0.5, 0.7),(0.5, 0.7),(0.0, 0.0),(34.3, -5.0, -25.7),(-30.4, -7.4, -23.2),(29.0, -5.2, -25.5),(0.0, 0.1, 1.0),(0.0, 0.1, 1.0),(0.0, 0.1, 1.0),1,0,0,0,0,0.2080493,0.2080493,False,0,1,
637577314827751257,1947689,671121,31,31,3,1,1,0,3.919388,4.215576,0,(0.5, 0.7),(0.5, 0.7),(0.0, 0.0),(33.8, -4.9, -25.7),(-30.9, -7.4, -23.0),(25.7, -5.2, -25.3),(-0.1, 0.1, 1.0),(-0.1, 0.1, 1.0),(-0.1, 0.1, 1.0),1,0,0,0,0,0.1947992,0.1947992,False,0,1,
637577314827801123,1947697,671122,31,31,3,1,1,0,3.873474,4.150528,0,(0.5, 0.7),(0.5, 0.7),(0.0, 0.0),(33.5, -4.9, -25.8),(-31.1, -7.4, -23.0),(24.6, -5.2, -25.4),(-0.1, 0.1, 1.0),(-0.1, 0.1, 1.0),(-0.1, 0.1, 1.0),1,0,0,0,0,0.1244069,0.1244069,False,0,1,
