time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637589354403940602,2397642,95028,31,31,3,1,1,0,4.161713,4.452957,0,(0.4, 0.7),(0.5, 0.7),(0.0, 0.0),(33.6, -1.5, -27.6),(-29.7, -3.3, -28.0),(-12.0, -2.8, -27.9),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.03290052,0.03290052,False,0,0,
637589354404010043,2397651,95029,31,31,3,1,1,0,4.184448,4.458298,0,(0.4, 0.7),(0.5, 0.7),(0.0, 0.0),(33.6, -1.5, -27.8),(-29.7, -3.3, -28.0),(-16.3, -2.9, -28.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.03619256,0.03619256,False,0,0,
637589354404094373,2397659,95030,31,31,3,1,1,0,4.160919,4.46373,0,(0.4, 0.7),(0.5, 0.7),(0.0, 0.0),(33.6, -1.5, -27.9),(-29.7, -3.3, -28.0),(-20.2, -3.0, -28.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.04070952,0.04070952,False,0,0,
637589354404173735,2397667,95031,31,31,3,1,1,0,4.146942,4.479279,0,(0.4, 0.7),(0.5, 0.7),(0.0, 0.0),(33.5, -1.4, -27.9),(-29.7, -3.3, -28.0),(-23.2, -3.1, -28.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.04313366,0.04313366,False,0,0,
637589354404258050,2397676,95032,31,31,3,1,1,0,4.081741,4.5495,0,(0.4, 0.7),(0.5, 0.7),(0.0, 0.0),(33.5, -1.5, -27.9),(-29.7, -3.4, -27.9),(-24.5, -3.3, -27.9),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.04588621,0.04588621,False,0,0,
637589354404342367,2397684,95033,31,31,3,1,1,0,4.158829,4.670532,0,(0.4, 0.7),(0.5, 0.7),(0.0, 0.0),(33.5, -1.5, -27.9),(-29.7, -3.4, -27.9),(-25.2, -3.3, -27.9),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.04736343,0.04736343,False,0,0,
637589354404426691,2397692,95034,31,31,3,1,1,0,4.109711,4.513382,0,(0.4, 0.7),(0.5, 0.7),(0.0, 0.0),(33.5, -1.5, -27.9),(-29.7, -3.4, -27.9),(-25.0, -3.3, -27.9),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.04838919,0.04838919,False,0,0,
637589354404511008,2397700,95035,31,31,3,1,1,0,4.095871,4.486099,0,(0.5, 0.7),(0.5, 0.7),(0.0, 0.0),(33.5, -1.5, -27.9),(-29.8, -3.5, -27.9),(-22.6, -3.2, -27.9),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.04893968,0.04893968,False,0,0,
637589354404590369,2397709,95036,31,31,3,1,1,0,4.229309,4.105103,0,(0.5, 0.7),(0.5, 0.8),(0.0, 0.0),(33.5, -1.5, -27.9),(-29.8, -3.5, -27.9),(-14.3, -3.0, -27.9),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.04524431,0.04524431,False,0,0,
637589354404674690,2397717,95037,31,31,3,1,1,0,4.211182,4.382919,0,(0.5, 0.7),(0.5, 0.7),(0.0, 0.0),(33.5, -1.5, -27.8),(-29.8, -3.5, -27.9),(-4.7, -2.7, -27.9),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.0432611,0.0432611,False,0,0,
