timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-05-31-16-59-40,16224803800927614,Tutorial,00:00:07.1297654,17,1,
21-05-31-16-59-53,16224803932324867,HouseNarrative,00:05:05.3657959,150,0,
