timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
1.711888,1.6224803818613864e+16,0,1,1.813736,1.602001,0.01546068,0.5518222,1.601349,-3.014422
