time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637577260384730737,1175060,30178,31,31,3,0.7208895,0.6198471,0,4.979599,5.305206,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.6, -34.2),(-28.9, 7.1, -30.4),(4.9, 6.3, -32.4),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 0.9),1,0,0,0,0,0,0,False,0,1,
637577260384805137,1175069,30179,31,31,3,0.8063817,0.6978037,0,5.033737,5.306122,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.6, -34.2),(-28.9, 7.1, -30.4),(5.3, 6.3, -32.4),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 0.9),1,0,0,0,0,0,0,False,0,1,
637577260384884495,1175077,30180,31,31,3,0.8063817,0.6978037,0,5.066879,5.352676,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.9, 7.1, -30.4),(5.5, 6.3, -32.4),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 0.9),1,0,0,0,0,0,0,False,0,1,
637577260384963857,1175085,30181,31,31,3,0.819647,0.7211481,0,5.037506,5.070801,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.9, 7.1, -30.4),(5.3, 6.4, -32.4),(0.1, -0.3, 0.9),(0.1, -0.3, 0.9),(0.1, -0.3, 0.9),1,0,0,0,0,0,0,False,0,1,
637577260385048172,1175094,30182,31,31,3,0.819647,0.7211481,0,5.07457,5.281433,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.9, 7.1, -30.4),(5.5, 6.4, -32.4),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 0.9),1,0,0,0,0,0,0,False,0,1,
637577260385147379,1175102,30183,31,31,3,0.8337156,0.7186759,0,5.036331,5.266876,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.9, 7.1, -30.4),(5.3, 6.4, -32.4),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 0.9),1,0,0,0,0,0,0,False,0,1,
637577260385216809,1175110,30184,31,31,3,0.8337156,0.7186759,0,5.005722,5.43869,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.9, 7.1, -30.4),(5.6, 6.4, -32.4),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260385355693,1175119,30185,31,31,3,0.8528911,0.7330687,0,5.013046,5.308304,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.9, 7.1, -30.4),(5.2, 6.4, -32.4),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260385390419,1175127,30186,31,31,3,0.8528911,0.7330687,0,4.930054,5.404984,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.9, 7.2, -30.4),(4.5, 6.4, -32.3),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260385484652,1175135,30187,31,31,3,0.8633424,0.743005,0,5.015045,5.279129,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.9, 7.2, -30.4),(4.0, 6.4, -32.3),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260385554094,1175144,30188,31,31,3,0.8641644,0.7443363,0,5.060333,5.324829,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.9, 7.2, -30.4),(4.0, 6.4, -32.3),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260385638411,1175152,30189,31,31,3,0.8720725,0.7243109,0,5.024323,5.251465,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(4.0, 6.4, -32.3),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260385722742,1175160,30190,31,31,3,0.8720725,0.7243109,0,5.021561,5.35733,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(4.0, 6.5, -32.3),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260385797131,1175169,30191,31,31,3,0.8807572,0.7764397,0,5.078247,5.350983,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(3.5, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260385891376,1175177,30192,31,31,3,0.8807572,0.7764397,0,4.973938,5.367279,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(3.4, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260385975692,1175185,30193,31,31,3,0.9026982,0.7542806,0,4.980347,5.304733,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(3.1, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386055049,1175194,30194,31,31,3,0.9026982,0.7542806,0,5.054764,5.382721,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(3.4, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386139374,1175202,30195,31,31,3,0.9049243,0.7465481,0,4.9888,5.310059,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(3.6, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386218734,1175210,30196,31,31,3,0.9049243,0.7465481,0,5.011414,5.224228,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(3.6, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386303055,1175219,30197,31,31,3,0.9144783,0.7564265,0,5.079208,5.366531,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(3.6, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386382415,1175227,30198,31,31,3,0.9144783,0.7564265,0,5.068954,5.371719,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(3.5, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386476649,1175235,30199,31,31,3,0.918579,0.7524429,0,4.990402,5.393097,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(3.6, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386556022,1175244,30200,31,31,3,0.918579,0.7524429,0,5.009506,5.414627,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(3.9, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386645296,1175252,30201,31,31,3,0.9267214,0.7438798,0,4.981689,5.333374,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.8, -34.1),(-28.8, 7.2, -30.4),(4.3, 6.5, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386764332,1175260,30202,31,31,3,0.9267214,0.7438798,0,5.009918,5.380005,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.1, 5.8, -34.1),(-28.8, 7.2, -30.4),(4.8, 6.4, -32.4),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386804010,1175269,30203,31,31,3,0.9277708,0.745613,0,5.081329,5.212448,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.1, 5.7, -34.1),(-28.8, 7.2, -30.4),(4.9, 6.4, -32.4),(0.1, -0.3, 0.9),(0.1, -0.3, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386903212,1175277,30204,31,31,3,0.9282374,0.7469355,0,5.08287,5.279144,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.1, 5.7, -34.1),(-28.8, 7.2, -30.4),(4.6, 6.4, -32.4),(0.1, -0.3, 0.9),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260386967699,1175285,30205,31,31,3,0.9425665,0.7554408,0,4.966736,5.345978,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(4.0, 6.4, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387061929,1175294,30206,31,31,3,0.9425665,0.7554408,0,5.023529,5.315857,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(2.6, 6.4, -32.2),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387136334,1175302,30207,31,31,3,0.9465916,0.7796893,0,5.035583,5.346313,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(2.5, 6.4, -32.2),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387235530,1175310,30208,31,31,3,0.9465916,0.7796893,0,5.023315,5.326904,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(2.7, 6.4, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387314891,1175319,30209,31,31,3,0.9410938,0.758167,0,5.035751,5.345947,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(2.7, 6.4, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387428970,1175327,30210,31,31,3,0.9410938,0.758167,0,5.047668,5.358414,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(2.8, 6.4, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387518251,1175335,30211,31,31,3,0.9575976,0.7709568,0,5.048477,5.346146,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(3.2, 6.4, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387582731,1175344,30212,31,31,3,0.9575976,0.7709568,0,5.048874,5.358124,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(3.4, 6.4, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387657133,1175352,30213,31,31,3,0.9402915,0.7716737,0,5.049438,5.352386,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(3.3, 6.4, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387726574,1175360,30214,31,31,3,0.9402915,0.7716737,0,5.049469,5.350327,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(3.2, 6.4, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387815858,1175369,30215,31,31,3,0.9506508,0.7906471,0,5.049347,5.348618,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(3.3, 6.4, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
637577260387900171,1175377,30216,31,31,3,0.9506508,0.7906471,0,5.04953,5.348785,0,(0.4, 0.5),(0.4, 0.4),(0.0, 0.0),(35.0, 5.7, -34.1),(-28.8, 7.2, -30.4),(3.4, 6.4, -32.3),(0.1, -0.3, 1.0),(0.1, -0.2, 1.0),(0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,1,
