time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637577263975729276,1534157,73279,31,31,3,1,1,0,4.965317,5.105026,0,(0.3, 0.4),(0.4, 0.4),(0.0, 0.0),(36.1, 6.9, -34.6),(-27.9, 7.6, -29.4),(-27.9, 7.6, -29.4),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),1,0,0,0,0,0.3976683,0.3976683,False,0,1,
637577263975927684,1534166,73280,31,31,3,1,1,0,4.930344,5.073318,0,(0.3, 0.4),(0.4, 0.4),(0.0, 0.0),(36.1, 6.9, -34.6),(-27.9, 7.7, -30.0),(-27.8, 7.7, -30.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),1,0,0,0,0,0.3998266,0.3998266,False,0,1,
637577263975972331,1534174,73281,31,31,3,1,1,0,4.879608,5.111801,0,(0.3, 0.4),(0.4, 0.4),(0.0, 0.0),(36.1, 6.9, -34.8),(-27.9, 7.6, -29.6),(-27.6, 7.6, -29.6),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),1,0,0,0,0,0.4014146,0.4014146,False,0,1,
637577263976031849,1534182,73282,31,31,3,1,1,0,4.895309,5.132629,0,(0.3, 0.4),(0.4, 0.4),(0.0, 0.0),(36.2, 6.9, -34.9),(-27.9, 7.6, -29.7),(-27.4, 7.6, -29.7),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),1,0,0,0,0,0.4011904,0.4011904,False,0,1,
637577263976096338,1534191,73283,31,31,3,1,1,0,4.902267,5.085754,0,(0.3, 0.4),(0.4, 0.4),(0.0, 0.0),(36.2, 7.0, -35.0),(-27.9, 7.6, -29.6),(-27.6, 7.6, -29.7),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),1,0,0,0,0,0.4010701,0.4010701,False,0,1,
637577263976155849,1534199,73284,31,31,3,1,1,0,4.926483,5.136765,0,(0.3, 0.4),(0.4, 0.4),(0.0, 0.0),(36.2, 6.9, -35.0),(-27.9, 7.5, -29.5),(-27.4, 7.5, -29.6),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),1,0,0,0,0,0.4008157,0.4008157,False,0,1,
637577263976215368,1534207,73285,31,31,3,1,1,0,4.88913,5.139893,0,(0.3, 0.4),(0.4, 0.4),(0.0, 0.0),(36.2, 6.9, -35.0),(-27.9, 7.5, -29.5),(-26.5, 7.5, -29.6),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),1,0,0,0,0,0.4006791,0.4006791,False,0,1,
637577263976294728,1534216,73286,31,31,3,1,1,0,4.890656,5.142044,0,(0.3, 0.4),(0.4, 0.4),(0.0, 0.0),(36.2, 6.9, -35.0),(-27.9, 7.5, -29.5),(-23.8, 7.5, -29.9),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),1,0,0,0,0,0.4073597,0.4073597,False,0,1,
637577263976388975,1534224,73287,31,31,3,1,1,0,4.887878,5.148514,0,(0.3, 0.4),(0.4, 0.4),(0.0, 0.0),(36.2, 6.9, -35.0),(-27.9, 7.5, -29.5),(-14.6, 7.4, -30.6),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),1,0,0,0,0,0.4109451,0.4109451,False,0,1,
637577263976468335,1534232,73288,31,31,3,1,1,0,4.937393,5.128754,0,(0.3, 0.4),(0.4, 0.4),(0.0, 0.0),(36.2, 6.9, -34.7),(-27.8, 7.5, -29.4),(-3.5, 7.3, -31.4),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),(0.1, -0.2, 1.0),1,0,0,0,0,0.4037898,0.4037898,False,0,1,
